DBN,School name,Year of SHST,Grade level,Enrollment on 10/31,Number of students who registered for the SHSAT,Number of students who took the SHSAT,School Name,District,LatLong,City,Zip,Grade Low,Grade High,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Grade 3 ELA - All Students Tested,Grade 3 ELA 4s - All Students,Grade 3 ELA 4s - American Indian or Alaska Native,Grade 3 ELA 4s - Black or African American,Grade 3 ELA 4s - Hispanic or Latino,Grade 3 ELA 4s - Asian or Pacific Islander,Grade 3 ELA 4s - White,Grade 3 ELA 4s - Multiracial,Grade 3 ELA 4s - Limited English Proficient,Grade 3 ELA 4s - Economically Disadvantaged,Grade 3 Math - All Students tested,Grade 3 Math 4s - All Students,Grade 3 Math 4s - American Indian or Alaska Native,Grade 3 Math 4s - Black or African American,Grade 3 Math 4s - Hispanic or Latino,Grade 3 Math 4s - Asian or Pacific Islander,Grade 3 Math 4s - White,Grade 3 Math 4s - Multiracial,Grade 3 Math 4s - Limited English Proficient,Grade 3 Math 4s - Economically Disadvantaged,Grade 4 ELA - All Students Tested,Grade 4 ELA 4s - All Students,Grade 4 ELA 4s - American Indian or Alaska Native,Grade 4 ELA 4s - Black or African American,Grade 4 ELA 4s - Hispanic or Latino,Grade 4 ELA 4s - Asian or Pacific Islander,Grade 4 ELA 4s - White,Grade 4 ELA 4s - Multiracial,Grade 4 ELA 4s - Limited English Proficient,Grade 4 ELA 4s - Economically Disadvantaged,Grade 4 Math - All Students Tested,Grade 4 Math 4s - All Students,Grade 4 Math 4s - American Indian or Alaska Native,Grade 4 Math 4s - Black or African American,Grade 4 Math 4s - Hispanic or Latino,Grade 4 Math 4s - Asian or Pacific Islander,Grade 4 Math 4s - White,Grade 4 Math 4s - Multiracial,Grade 4 Math 4s - Limited English Proficient,Grade 4 Math 4s - Economically Disadvantaged,Grade 5 ELA - All Students Tested,Grade 5 ELA 4s - All Students,Grade 5 ELA 4s - American Indian or Alaska Native,Grade 5 ELA 4s - Black or African American,Grade 5 ELA 4s - Hispanic or Latino,Grade 5 ELA 4s - Asian or Pacific Islander,Grade 5 ELA 4s - White,Grade 5 ELA 4s - Multiracial,Grade 5 ELA 4s - Limited English Proficient,Grade 5 ELA 4s - Economically Disadvantaged,Grade 5 Math - All Students Tested,Grade 5 Math 4s - All Students,Grade 5 Math 4s - American Indian or Alaska Native,Grade 5 Math 4s - Black or African American,Grade 5 Math 4s - Hispanic or Latino,Grade 5 Math 4s - Asian or Pacific Islander,Grade 5 Math 4s - White,Grade 5 Math 4s - Multiracial,Grade 5 Math 4s - Limited English Proficient,Grade 5 Math 4s - Economically Disadvantaged,Grade 6 ELA - All Students Tested,Grade 6 ELA 4s - All Students,Grade 6 ELA 4s - American Indian or Alaska Native,Grade 6 ELA 4s - Black or African American,Grade 6 ELA 4s - Hispanic or Latino,Grade 6 ELA 4s - Asian or Pacific Islander,Grade 6 ELA 4s - White,Grade 6 ELA 4s - Multiracial,Grade 6 ELA 4s - Limited English Proficient,Grade 6 ELA 4s - Economically Disadvantaged,Grade 6 Math - All Students Tested,Grade 6 Math 4s - All Students,Grade 6 Math 4s - American Indian or Alaska Native,Grade 6 Math 4s - Black or African American,Grade 6 Math 4s - Hispanic or Latino,Grade 6 Math 4s - Asian or Pacific Islander,Grade 6 Math 4s - White,Grade 6 Math 4s - Multiracial,Grade 6 Math 4s - Limited English Proficient,Grade 6 Math 4s - Economically Disadvantaged,Grade 7 ELA - All Students Tested,Grade 7 ELA 4s - All Students,Grade 7 ELA 4s - American Indian or Alaska Native,Grade 7 ELA 4s - Black or African American,Grade 7 ELA 4s - Hispanic or Latino,Grade 7 ELA 4s - Asian or Pacific Islander,Grade 7 ELA 4s - White,Grade 7 ELA 4s - Multiracial,Grade 7 ELA 4s - Limited English Proficient,Grade 7 ELA 4s - Economically Disadvantaged,Grade 7 Math - All Students Tested,Grade 7 Math 4s - All Students,Grade 7 Math 4s - American Indian or Alaska Native,Grade 7 Math 4s - Black or African American,Grade 7 Math 4s - Hispanic or Latino,Grade 7 Math 4s - Asian or Pacific Islander,Grade 7 Math 4s - White,Grade 7 Math 4s - Multiracial,Grade 7 Math 4s - Limited English Proficient,Grade 7 Math 4s - Economically Disadvantaged,Grade 8 ELA - All Students Tested,Grade 8 ELA 4s - All Students,Grade 8 ELA 4s - American Indian or Alaska Native,Grade 8 ELA 4s - Black or African American,Grade 8 ELA 4s - Hispanic or Latino,Grade 8 ELA 4s - Asian or Pacific Islander,Grade 8 ELA 4s - White,Grade 8 ELA 4s - Multiracial,Grade 8 ELA 4s - Limited English Proficient,Grade 8 ELA 4s - Economically Disadvantaged,Grade 8 Math - All Students Tested,Grade 8 Math 4s - All Students,Grade 8 Math 4s - American Indian or Alaska Native,Grade 8 Math 4s - Black or African American,Grade 8 Math 4s - Hispanic or Latino,Grade 8 Math 4s - Asian or Pacific Islander,Grade 8 Math 4s - White,Grade 8 Math 4s - Multiracial,Grade 8 Math 4s - Limited English Proficient,Grade 8 Math 4s - Economically Disadvantaged
05M129,P.S. 129 John H. Finley,2015,8,63,12,10,P.S. 129 JOHN H. FINLEY,5,40.81498:-73.95212,NEW YORK,10027,PK,8,0.854,31077.89,0.11,0.02,0.42,0.51,0.93,0.01,0.92,0.33,0.9,Approaching Target,0.91,Approaching Target,0.82,Approaching Target,0.76,Approaching Target,0.81,Approaching Target,0.89,Meeting Target,Meeting Target,2.38,2.29,38,5,0,2,2,0,0,0,0,0,39,7,0,2,3,0,0,0,0,0,49,5,0,0,2,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,61,5,0,3,0,0,0,0,0,5,65,7,0,2,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,56,3,0,0,3,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0
05M129,P.S. 129 John H. Finley,2016,8,50,15,12,P.S. 129 JOHN H. FINLEY,5,40.81498:-73.95212,NEW YORK,10027,PK,8,0.854,31077.89,0.11,0.02,0.42,0.51,0.93,0.01,0.92,0.33,0.9,Approaching Target,0.91,Approaching Target,0.82,Approaching Target,0.76,Approaching Target,0.81,Approaching Target,0.89,Meeting Target,Meeting Target,2.38,2.29,38,5,0,2,2,0,0,0,0,0,39,7,0,2,3,0,0,0,0,0,49,5,0,0,2,0,0,0,0,0,49,1,0,0,0,0,0,0,0,0,61,5,0,3,0,0,0,0,0,5,65,7,0,2,0,0,0,0,0,7,34,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,56,3,0,0,3,0,0,0,0,2,56,0,0,0,0,0,0,0,0,0
05M148,Eagle Academy for Young Men of Harlem,2015,8,76,5,5,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,5,40.81728:-73.94724,NEW YORK,10030,6,12,0.747,NA,0.03,0,0.74,0.24,0.98,0.01,0.88,0.47,0.92,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.91,Meeting Target,0.82,Meeting Target,0.9,Meeting Target,Approaching Target,2.26,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,2,0,2,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,64,2,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0
05M148,Eagle Academy for Young Men of Harlem,2016,8,60,7,6,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,5,40.81728:-73.94724,NEW YORK,10030,6,12,0.747,NA,0.03,0,0.74,0.24,0.98,0.01,0.88,0.47,0.92,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.91,Meeting Target,0.82,Meeting Target,0.9,Meeting Target,Approaching Target,2.26,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,2,0,2,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,64,2,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0
05M148,Eagle Academy for Young Men of Harlem,2016,9,86,0,0,EAGLE ACADEMY FOR YOUNG MEN OF HARLEM,5,40.81728:-73.94724,NEW YORK,10030,6,12,0.747,NA,0.03,0,0.74,0.24,0.98,0.01,0.88,0.47,0.92,Meeting Target,0.91,Meeting Target,0.83,Meeting Target,0.91,Meeting Target,0.82,Meeting Target,0.9,Meeting Target,Approaching Target,2.26,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0,1,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,48,2,0,2,0,0,0,0,0,2,47,0,0,0,0,0,0,0,0,0,64,2,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0
05M157,The Urban Assembly School for Global Commerce,2013,9,82,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05M157,The Urban Assembly School for Global Commerce,2014,9,103,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05M157,The Urban Assembly School for Global Commerce,2015,9,60,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05M157,The Urban Assembly School for Global Commerce,2016,9,64,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05M161,P.S. 161 Pedro Albizu Campos,2013,8,118,10,5,P.S. 161 PEDRO ALBIZU CAMPOS,5,40.81772:-73.95246,NEW YORK,10027,PK,8,0.875,29854.02,0.27,0.03,0.18,0.77,0.95,0.01,0.91,0.35,0.89,Meeting Target,0.89,Meeting Target,0.85,Meeting Target,0.79,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,Meeting Target,2.28,2.38,69,0,0,0,0,0,0,0,0,0,70,6,0,0,6,0,0,0,1,0,77,1,0,0,1,0,0,0,0,0,81,7,0,0,5,0,0,0,0,0,109,2,0,0,2,0,0,0,0,0,112,11,0,0,9,0,0,0,1,11,112,7,0,0,6,0,0,0,0,7,114,12,0,0,10,0,0,0,1,12,100,4,0,0,3,0,0,0,0,3,101,1,0,0,1,0,0,0,0,1,113,5,0,0,5,0,0,0,0,5,117,0,0,0,0,0,0,0,0,0
05M161,P.S. 161 Pedro Albizu Campos,2014,8,123,26,17,P.S. 161 PEDRO ALBIZU CAMPOS,5,40.81772:-73.95246,NEW YORK,10027,PK,8,0.875,29854.02,0.27,0.03,0.18,0.77,0.95,0.01,0.91,0.35,0.89,Meeting Target,0.89,Meeting Target,0.85,Meeting Target,0.79,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,Meeting Target,2.28,2.38,69,0,0,0,0,0,0,0,0,0,70,6,0,0,6,0,0,0,1,0,77,1,0,0,1,0,0,0,0,0,81,7,0,0,5,0,0,0,0,0,109,2,0,0,2,0,0,0,0,0,112,11,0,0,9,0,0,0,1,11,112,7,0,0,6,0,0,0,0,7,114,12,0,0,10,0,0,0,1,12,100,4,0,0,3,0,0,0,0,3,101,1,0,0,1,0,0,0,0,1,113,5,0,0,5,0,0,0,0,5,117,0,0,0,0,0,0,0,0,0
05M161,P.S. 161 Pedro Albizu Campos,2015,8,120,28,22,P.S. 161 PEDRO ALBIZU CAMPOS,5,40.81772:-73.95246,NEW YORK,10027,PK,8,0.875,29854.02,0.27,0.03,0.18,0.77,0.95,0.01,0.91,0.35,0.89,Meeting Target,0.89,Meeting Target,0.85,Meeting Target,0.79,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,Meeting Target,2.28,2.38,69,0,0,0,0,0,0,0,0,0,70,6,0,0,6,0,0,0,1,0,77,1,0,0,1,0,0,0,0,0,81,7,0,0,5,0,0,0,0,0,109,2,0,0,2,0,0,0,0,0,112,11,0,0,9,0,0,0,1,11,112,7,0,0,6,0,0,0,0,7,114,12,0,0,10,0,0,0,1,12,100,4,0,0,3,0,0,0,0,3,101,1,0,0,1,0,0,0,0,1,113,5,0,0,5,0,0,0,0,5,117,0,0,0,0,0,0,0,0,0
05M161,P.S. 161 Pedro Albizu Campos,2016,8,114,18,11,P.S. 161 PEDRO ALBIZU CAMPOS,5,40.81772:-73.95246,NEW YORK,10027,PK,8,0.875,29854.02,0.27,0.03,0.18,0.77,0.95,0.01,0.91,0.35,0.89,Meeting Target,0.89,Meeting Target,0.85,Meeting Target,0.79,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,Meeting Target,2.28,2.38,69,0,0,0,0,0,0,0,0,0,70,6,0,0,6,0,0,0,1,0,77,1,0,0,1,0,0,0,0,0,81,7,0,0,5,0,0,0,0,0,109,2,0,0,2,0,0,0,0,0,112,11,0,0,9,0,0,0,1,11,112,7,0,0,6,0,0,0,0,7,114,12,0,0,10,0,0,0,1,12,100,4,0,0,3,0,0,0,0,3,101,1,0,0,1,0,0,0,0,1,113,5,0,0,5,0,0,0,0,5,117,0,0,0,0,0,0,0,0,0
05M286,I.S. M286 Renaissance Leadership Academy,2013,8,60,27,13,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,5,40.81574:-73.95560,NEW YORK,10027,6,8,0.817,NA,0.06,0,0.59,0.39,0.98,0.01,0.87,0.42,0.92,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,0.76,Approaching Target,0.78,Approaching Target,0.86,Approaching Target,Not Meeting Target,2.12,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
05M286,I.S. M286 Renaissance Leadership Academy,2014,8,67,44,9,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,5,40.81574:-73.95560,NEW YORK,10027,6,8,0.817,NA,0.06,0,0.59,0.39,0.98,0.01,0.87,0.42,0.92,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,0.76,Approaching Target,0.78,Approaching Target,0.86,Approaching Target,Not Meeting Target,2.12,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
05M286,I.S. M286 Renaissance Leadership Academy,2015,8,38,38,6,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,5,40.81574:-73.95560,NEW YORK,10027,6,8,0.817,NA,0.06,0,0.59,0.39,0.98,0.01,0.87,0.42,0.92,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,0.76,Approaching Target,0.78,Approaching Target,0.86,Approaching Target,Not Meeting Target,2.12,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
05M286,Urban Assembly Academy for Future Leaders,2016,8,93,90,25,URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,5,40.81574:-73.95560,NEW YORK,10027,6,8,0.817,NA,0.06,0,0.59,0.39,0.98,0.01,0.87,0.42,0.92,Meeting Target,0.86,Meeting Target,0.9,Meeting Target,0.76,Approaching Target,0.78,Approaching Target,0.86,Approaching Target,Not Meeting Target,2.12,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,1,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
05M302,KAPPA IV,2013,8,54,28,15,KAPPA IV,5,40.81728:-73.94724,NEW YORK,10030,6,8,0.852,NA,0.14,0.06,0.53,0.39,0.92,0.01,0.9,0.35,0.77,Approaching Target,0.81,Meeting Target,0.81,Approaching Target,0.69,Not Meeting Target,0.83,Meeting Target,0.84,Approaching Target,Approaching Target,2.16,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
05M302,KAPPA IV,2014,8,86,25,13,KAPPA IV,5,40.81728:-73.94724,NEW YORK,10030,6,8,0.852,NA,0.14,0.06,0.53,0.39,0.92,0.01,0.9,0.35,0.77,Approaching Target,0.81,Meeting Target,0.81,Approaching Target,0.69,Not Meeting Target,0.83,Meeting Target,0.84,Approaching Target,Approaching Target,2.16,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
05M302,KAPPA IV,2015,8,62,18,6,KAPPA IV,5,40.81728:-73.94724,NEW YORK,10030,6,8,0.852,NA,0.14,0.06,0.53,0.39,0.92,0.01,0.9,0.35,0.77,Approaching Target,0.81,Meeting Target,0.81,Approaching Target,0.69,Not Meeting Target,0.83,Meeting Target,0.84,Approaching Target,Approaching Target,2.16,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
05M302,KAPPA IV,2016,8,48,26,6,KAPPA IV,5,40.81728:-73.94724,NEW YORK,10030,6,8,0.852,NA,0.14,0.06,0.53,0.39,0.92,0.01,0.9,0.35,0.77,Approaching Target,0.81,Meeting Target,0.81,Approaching Target,0.69,Not Meeting Target,0.83,Meeting Target,0.84,Approaching Target,Approaching Target,2.16,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
05M304,Mott Hall High School,2013,9,128,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05M304,Mott Hall High School,2014,9,144,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05M304,Mott Hall High School,2015,9,130,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
